,File,NCR,ED,ET,WT,ED/WT,ET/WT,TC/WT
135,BraTS-GoAT-01127.nii.gz,20654,15850,32983,69487,0.22810022,0.474664326,0.77189978
487,BraTS-GoAT-00092.nii.gz,83131,34240,32725,150096,0.228120669,0.218027129,0.771879331
130,BraTS-GoAT-00105.nii.gz,142965,55315,44058,242338,0.228255577,0.181803927,0.771744423
804,BraTS-GoAT-01173.nii.gz,35972,25376,48591,109939,0.230818909,0.441981462,0.769181091
181,BraTS-GoAT-00095.nii.gz,22743,7040,540,30323,0.232167002,0.017808264,0.767832998
363,BraTS-GoAT-01420.nii.gz,51852,24961,30381,107194,0.232858182,0.283420714,0.767141818
242,BraTS-GoAT-01699.nii.gz,53697,32228,52126,138051,0.233449957,0.377585095,0.766550043
1300,BraTS-GoAT-01142.nii.gz,33003,17651,24761,75415,0.234051581,0.328329908,0.765948419
885,BraTS-GoAT-01003.nii.gz,33390,19921,31534,84845,0.234792858,0.371665979,0.765207142
1205,BraTS-GoAT-00517.nii.gz,30132,16824,24605,71561,0.235100124,0.343832534,0.764899876
1265,BraTS-GoAT-00916.nii.gz,62962,22954,11329,97245,0.236042984,0.116499563,0.763957016
405,BraTS-GoAT-02174.nii.gz,125200,58276,62014,245490,0.237386452,0.252613141,0.762613548
1312,BraTS-GoAT-00541.nii.gz,87050,35617,26937,149604,0.238075185,0.180055346,0.761924815
35,BraTS-GoAT-02192.nii.gz,54288,35326,58416,148030,0.238640816,0.394622712,0.761359184
498,BraTS-GoAT-00473.nii.gz,141884,56568,37976,236428,0.239261001,0.160623953,0.760738999
1222,BraTS-GoAT-00692.nii.gz,6980,13957,37271,58208,0.239778037,0.640307174,0.760221963
1183,BraTS-GoAT-00499.nii.gz,103690,45458,40110,189258,0.240190639,0.211932917,0.759809361
767,BraTS-GoAT-00815.nii.gz,13697,9316,15671,38684,0.240823079,0.405102885,0.759176921
986,BraTS-GoAT-00874.nii.gz,49227,21538,18568,89333,0.241097915,0.207851522,0.758902085
338,BraTS-GoAT-00128.nii.gz,22384,15253,25568,63205,0.241325844,0.404524958,0.758674156
1202,BraTS-GoAT-00216.nii.gz,67607,31705,31773,131085,0.241865965,0.242384712,0.758134035
1247,BraTS-GoAT-01235.nii.gz,29390,14613,16127,60130,0.243023449,0.268202229,0.756976551
1162,BraTS-GoAT-02460.nii.gz,17544,13501,24491,55536,0.243103572,0.44099323,0.756896428
1077,BraTS-GoAT-01082.nii.gz,25520,14969,21068,61557,0.243172994,0.342251897,0.756827006
411,BraTS-GoAT-01600.nii.gz,53050,27189,31485,111724,0.243358634,0.281810533,0.756641366
758,BraTS-GoAT-00666.nii.gz,2205,8686,24639,35530,0.244469462,0.693470307,0.755530538
878,BraTS-GoAT-01044.nii.gz,14785,8519,11493,34797,0.244819956,0.330287094,0.755180044
297,BraTS-GoAT-00594.nii.gz,23250,10734,9813,43797,0.24508528,0.224056442,0.75491472
403,BraTS-GoAT-02333.nii.gz,39845,18873,18283,77001,0.245100713,0.237438475,0.754899287
99,BraTS-GoAT-01979.nii.gz,40095,36063,70189,146347,0.246421177,0.479606688,0.753578823
1109,BraTS-GoAT-00054.nii.gz,42681,25812,35581,104074,0.248015835,0.341881738,0.751984165
978,BraTS-GoAT-01992.nii.gz,19918,9880,9830,39628,0.249318664,0.248056929,0.750681336
1196,BraTS-GoAT-00812.nii.gz,108920,53137,50861,212918,0.24956556,0.238875999,0.75043444
910,BraTS-GoAT-00316.nii.gz,74639,37607,37834,150080,0.250579691,0.252092217,0.749420309
191,BraTS-GoAT-02412.nii.gz,31984,24520,41061,97565,0.251319633,0.42085789,0.748680367
36,BraTS-GoAT-00763.nii.gz,45959,26318,32282,104559,0.251704779,0.308744345,0.748295221
155,BraTS-GoAT-00904.nii.gz,65980,32628,30664,129272,0.252398044,0.237205273,0.747601956
792,BraTS-GoAT-01555.nii.gz,11711,10805,20120,42636,0.253424336,0.471901679,0.746575664
833,BraTS-GoAT-02161.nii.gz,72335,37457,37994,147786,0.253454319,0.257087951,0.746545681
286,BraTS-GoAT-00024.nii.gz,7346,29207,77747,114300,0.255529309,0.680201225,0.744470691
852,BraTS-GoAT-00753.nii.gz,49176,17141,40,66357,0.258314873,0.0006028,0.741685127
101,BraTS-GoAT-00665.nii.gz,83517,52012,65092,200621,0.259255013,0.324452575,0.740744987
157,BraTS-GoAT-01348.nii.gz,35154,19887,20908,75949,0.261846766,0.275289997,0.738153234
3,BraTS-GoAT-02362.nii.gz,160981,57156,126,218263,0.261867563,0.000577285,0.738132437
377,BraTS-GoAT-00463.nii.gz,84536,40282,28868,153686,0.262105852,0.187837539,0.737894148
105,BraTS-GoAT-00181.nii.gz,15741,14921,26169,56831,0.262550369,0.460470518,0.737449631
934,BraTS-GoAT-00261.nii.gz,85481,37770,20482,143733,0.262778903,0.14250033,0.737221097
722,BraTS-GoAT-00381.nii.gz,122495,59466,44280,226241,0.262843605,0.195720493,0.737156395
1348,BraTS-GoAT-01320.nii.gz,1105,1963,4400,7468,0.262854847,0.589180503,0.737145153
215,BraTS-GoAT-01550.nii.gz,22345,22128,39256,83729,0.264281193,0.46884592,0.735718807
705,BraTS-GoAT-01284.nii.gz,4175,2654,3179,10008,0.26518785,0.317645883,0.73481215
1237,BraTS-GoAT-02065.nii.gz,36528,19476,17433,73437,0.265206912,0.237387148,0.734793088
1295,BraTS-GoAT-02341.nii.gz,19290,7110,406,26806,0.265239126,0.015145863,0.734760874
25,BraTS-GoAT-01588.nii.gz,71184,32906,19542,123632,0.266160865,0.158065873,0.733839135
302,BraTS-GoAT-01970.nii.gz,17488,11694,14699,43881,0.266493471,0.334974135,0.733506529
1257,BraTS-GoAT-01439.nii.gz,102600,37573,85,140258,0.267884898,0.000606026,0.732115102
1287,BraTS-GoAT-02166.nii.gz,21051,12146,12096,45293,0.268165059,0.267061135,0.731834941
436,BraTS-GoAT-01711.nii.gz,178652,80122,39301,298075,0.268798121,0.131849367,0.731201879
596,BraTS-GoAT-02242.nii.gz,51348,27812,24144,103304,0.269224812,0.233717959,0.730775188
977,BraTS-GoAT-01067.nii.gz,87880,40946,22866,151692,0.269928539,0.150739657,0.730071461
1191,BraTS-GoAT-01977.nii.gz,57352,32931,31625,121908,0.270129934,0.259416937,0.729870066
1030,BraTS-GoAT-01590.nii.gz,25256,17692,22274,65222,0.271258164,0.341510533,0.728741836
1038,BraTS-GoAT-01419.nii.gz,5908,5746,9281,20935,0.274468593,0.443324576,0.725531407
900,BraTS-GoAT-00392.nii.gz,60961,37589,38024,136574,0.275228081,0.278413168,0.724771919
746,BraTS-GoAT-01129.nii.gz,77973,38295,22694,138962,0.275578935,0.163310833,0.724421065
506,BraTS-GoAT-00169.nii.gz,60047,36212,34504,130763,0.276928489,0.26386669,0.723071511
53,BraTS-GoAT-02060.nii.gz,17890,16297,24510,58697,0.277646217,0.417568189,0.722353783
1311,BraTS-GoAT-00956.nii.gz,66713,48267,58784,173764,0.277773302,0.338297921,0.722226698
310,BraTS-GoAT-00606.nii.gz,28514,22174,29058,79746,0.278057834,0.364381913,0.721942166
708,BraTS-GoAT-01253.nii.gz,24966,21941,31176,78083,0.280995863,0.399267446,0.719004137
127,BraTS-GoAT-01730.nii.gz,66076,31944,15333,113353,0.281809921,0.135267704,0.718190079
600,BraTS-GoAT-02173.nii.gz,45957,48940,77776,172673,0.283425898,0.450423633,0.716574102
971,BraTS-GoAT-02198.nii.gz,4912,2830,2242,9984,0.283453526,0.224559295,0.716546474
139,BraTS-GoAT-01539.nii.gz,89745,42376,17163,149284,0.283861633,0.114968784,0.716138367
581,BraTS-GoAT-01154.nii.gz,27675,15229,10532,53436,0.284995134,0.197095591,0.715004866
960,BraTS-GoAT-02465.nii.gz,63905,42590,42419,148914,0.286004002,0.284855689,0.713995998
253,BraTS-GoAT-00547.nii.gz,55,9459,23527,33041,0.286280682,0.71205472,0.713719318
809,BraTS-GoAT-02017.nii.gz,11890,24630,49463,85983,0.286451973,0.575264878,0.713548027
1177,BraTS-GoAT-00942.nii.gz,9678,8099,10473,28250,0.286690265,0.370725664,0.713309735
1193,BraTS-GoAT-02472.nii.gz,52947,46351,60292,159590,0.290437997,0.377793095,0.709562003
423,BraTS-GoAT-02483.nii.gz,14727,24662,45292,84681,0.291234161,0.534854336,0.708765839
179,BraTS-GoAT-00360.nii.gz,3059,2396,2769,8224,0.291342412,0.336697471,0.708657588
198,BraTS-GoAT-02343.nii.gz,25111,19041,21169,65321,0.291498905,0.324076484,0.708501095
834,BraTS-GoAT-00993.nii.gz,13852,9230,8450,31532,0.292718508,0.267981733,0.707281492
0,BraTS-GoAT-02191.nii.gz,3676,2139,1470,7285,0.293617021,0.201784489,0.706382979
1292,BraTS-GoAT-00750.nii.gz,15111,40239,81526,136876,0.293981414,0.595619393,0.706018586
1093,BraTS-GoAT-01157.nii.gz,38552,22713,15801,77066,0.294721408,0.20503205,0.705278592
354,BraTS-GoAT-01976.nii.gz,109913,64065,43378,217356,0.294746867,0.19957121,0.705253133
125,BraTS-GoAT-01929.nii.gz,54649,39829,40552,135030,0.294964082,0.300318448,0.705035918
270,BraTS-GoAT-00241.nii.gz,9070,7867,9563,26500,0.296867925,0.360867925,0.703132075
950,BraTS-GoAT-00211.nii.gz,4986,9448,17126,31560,0.299366286,0.542648923,0.700633714
779,BraTS-GoAT-02030.nii.gz,16385,14269,16849,47503,0.300381029,0.354693388,0.699618971
490,BraTS-GoAT-00559.nii.gz,22307,12158,6004,40469,0.300427488,0.148360473,0.699572512
19,BraTS-GoAT-02096.nii.gz,31603,28380,34133,94116,0.301542777,0.362669472,0.698457223
284,BraTS-GoAT-00055.nii.gz,33715,22848,19085,75648,0.302030457,0.252286908,0.697969543
12,BraTS-GoAT-00023.nii.gz,66920,41289,27893,136102,0.303368062,0.204941882,0.696631938
308,BraTS-GoAT-01912.nii.gz,30607,23946,24262,78815,0.303825414,0.307834803,0.696174586
680,BraTS-GoAT-01811.nii.gz,24143,10557,0,34700,0.304236311,0,0.695763689
348,BraTS-GoAT-00464.nii.gz,56690,34888,22917,114495,0.304711996,0.200157212,0.695288004
1089,BraTS-GoAT-01772.nii.gz,9348,7362,7433,24143,0.304933107,0.307873918,0.695066893
115,BraTS-GoAT-01969.nii.gz,58885,37590,26259,122734,0.306272101,0.213950495,0.693727899
1175,BraTS-GoAT-01433.nii.gz,115786,53557,3873,173216,0.309191992,0.022359366,0.690808008
550,BraTS-GoAT-00583.nii.gz,17568,24770,37193,79531,0.311450881,0.467654122,0.688549119
991,BraTS-GoAT-00148.nii.gz,42743,34754,34000,111497,0.311703454,0.30494094,0.688296546
698,BraTS-GoAT-01000.nii.gz,39176,22750,10918,72844,0.31231124,0.149881939,0.68768876
1284,BraTS-GoAT-00067.nii.gz,69838,38193,14230,122261,0.312389069,0.116390345,0.687610931
1141,BraTS-GoAT-00839.nii.gz,36865,37534,45294,119693,0.31358559,0.37841812,0.68641441
365,BraTS-GoAT-00908.nii.gz,1224,2090,3350,6664,0.31362545,0.50270108,0.68637455
295,BraTS-GoAT-00799.nii.gz,29143,19830,14186,63159,0.313969506,0.224607736,0.686030494
1024,BraTS-GoAT-00121.nii.gz,11028,10067,10964,32059,0.314014785,0.341994448,0.685985215
66,BraTS-GoAT-01023.nii.gz,44510,29051,18844,92405,0.31438775,0.203928359,0.68561225
627,BraTS-GoAT-01677.nii.gz,31183,14413,94,45690,0.315451959,0.002057343,0.684548041
1199,BraTS-GoAT-00952.nii.gz,24169,20813,20687,65669,0.316937977,0.315019263,0.683062023
1041,BraTS-GoAT-00743.nii.gz,23880,27639,35305,86824,0.31833364,0.4066272,0.68166636
1229,BraTS-GoAT-01165.nii.gz,35715,57189,84287,177191,0.322753413,0.475684431,0.677246587
948,BraTS-GoAT-00648.nii.gz,21432,22932,26417,70781,0.32398525,0.373221627,0.67601475
1158,BraTS-GoAT-01640.nii.gz,8370,8988,10361,27719,0.324254122,0.373786933,0.675745878
608,BraTS-GoAT-00185.nii.gz,50352,24514,0,74866,0.327438357,0,0.672561643
178,BraTS-GoAT-01647.nii.gz,79176,60652,45183,185011,0.327829156,0.244217911,0.672170844
730,BraTS-GoAT-01231.nii.gz,73738,45839,19677,139254,0.329175464,0.141302943,0.670824536
250,BraTS-GoAT-00366.nii.gz,7466,6878,6532,20876,0.329469247,0.312895191,0.670530753
346,BraTS-GoAT-01021.nii.gz,24317,25231,26455,76003,0.331973738,0.348078365,0.668026262
529,BraTS-GoAT-00034.nii.gz,35415,26912,18352,80679,0.333568835,0.227469354,0.666431165
4,BraTS-GoAT-00867.nii.gz,11028,33619,55839,100486,0.334564019,0.55568935,0.665435981
628,BraTS-GoAT-01435.nii.gz,2783,6781,10544,20108,0.337228964,0.524368411,0.662771036
761,BraTS-GoAT-00355.nii.gz,21267,29581,36345,87193,0.339258885,0.41683392,0.660741115
579,BraTS-GoAT-02386.nii.gz,37052,35787,32177,105016,0.340776644,0.306400929,0.659223356
240,BraTS-GoAT-00201.nii.gz,38560,36356,31586,106502,0.341364481,0.29657659,0.658635519
783,BraTS-GoAT-01727.nii.gz,39717,38613,34296,112626,0.342842683,0.30451228,0.657157317
427,BraTS-GoAT-00514.nii.gz,6135,4814,2857,13806,0.348688976,0.206939012,0.651311024
440,BraTS-GoAT-00758.nii.gz,58053,47184,30015,135252,0.348859906,0.221919084,0.651140094
1349,BraTS-GoAT-00767.nii.gz,23689,51736,72360,147785,0.350076124,0.489630206,0.649923876
826,BraTS-GoAT-00368.nii.gz,60071,48292,29114,137477,0.351273304,0.211773606,0.648726696
474,BraTS-GoAT-00413.nii.gz,8756,12182,13259,34197,0.356230079,0.387724069,0.643769921
1176,BraTS-GoAT-01915.nii.gz,56708,33146,2615,92469,0.358455266,0.028279748,0.641544734
68,BraTS-GoAT-02022.nii.gz,7351,16219,21451,45021,0.360254104,0.476466538,0.639745896
1334,BraTS-GoAT-00484.nii.gz,28566,29544,23642,81752,0.361385654,0.289191702,0.638614346
1232,BraTS-GoAT-01271.nii.gz,22380,18802,10826,52008,0.361521304,0.208160283,0.638478696
915,BraTS-GoAT-01524.nii.gz,76326,53224,16944,146494,0.363318634,0.11566344,0.636681366
196,BraTS-GoAT-00566.nii.gz,21263,21996,17097,60356,0.36443767,0.283269269,0.63556233
1042,BraTS-GoAT-01342.nii.gz,55456,46498,25556,127510,0.364661595,0.200423496,0.635338405
1328,BraTS-GoAT-00959.nii.gz,38332,54816,57055,150203,0.364946106,0.379852599,0.635053894
18,BraTS-GoAT-02074.nii.gz,147586,91100,9546,248232,0.366995391,0.038455961,0.633004609
416,BraTS-GoAT-01018.nii.gz,1859,3853,4767,10479,0.367687756,0.45490982,0.632312244
497,BraTS-GoAT-01483.nii.gz,67531,60562,34307,162400,0.372918719,0.21125,0.627081281
845,BraTS-GoAT-02332.nii.gz,14538,23551,24751,62840,0.374777212,0.393873329,0.625222788
755,BraTS-GoAT-00902.nii.gz,23859,46914,53534,124307,0.37740433,0.430659577,0.62259567
777,BraTS-GoAT-02314.nii.gz,29728,30208,19821,79757,0.378750455,0.248517372,0.621249545
260,BraTS-GoAT-02296.nii.gz,22693,40786,44157,107636,0.378925267,0.410243785,0.621074733
702,BraTS-GoAT-01889.nii.gz,69047,59689,28232,156968,0.380262219,0.179858315,0.619737781
523,BraTS-GoAT-02399.nii.gz,45798,48610,33404,127812,0.380324226,0.261352612,0.619675774
313,BraTS-GoAT-01008.nii.gz,20156,24733,19458,64347,0.384369124,0.30239172,0.615630876
699,BraTS-GoAT-00760.nii.gz,18243,16478,8106,42827,0.384757279,0.189273122,0.615242721
1019,BraTS-GoAT-00116.nii.gz,43717,54248,41506,139471,0.38895541,0.297595916,0.61104459
1122,BraTS-GoAT-00308.nii.gz,12486,8413,708,21607,0.389364558,0.032767159,0.610635442
44,BraTS-GoAT-00739.nii.gz,22544,22543,12743,57830,0.389814975,0.220352758,0.610185025
1131,BraTS-GoAT-01349.nii.gz,84679,72190,27851,184720,0.390807709,0.150774145,0.609192291
706,BraTS-GoAT-01627.nii.gz,31799,39132,28666,99597,0.392903401,0.287819914,0.607096599
1004,BraTS-GoAT-01058.nii.gz,139017,91349,1585,231951,0.393828869,0.00683334,0.606171131
827,BraTS-GoAT-01842.nii.gz,21634,39266,38724,99624,0.394141974,0.388701518,0.605858026
264,BraTS-GoAT-00878.nii.gz,17951,41265,44561,103777,0.39763146,0.429391869,0.60236854
70,BraTS-GoAT-00154.nii.gz,13847,22258,19811,55916,0.398061378,0.354299306,0.601938622
1160,BraTS-GoAT-00724.nii.gz,117448,77985,0,195433,0.39903701,0,0.60096299
119,BraTS-GoAT-01139.nii.gz,48882,56886,36199,141967,0.400698754,0.254981792,0.599301246
1331,BraTS-GoAT-01834.nii.gz,13945,18043,12998,44986,0.401080336,0.288934335,0.598919664
1099,BraTS-GoAT-00322.nii.gz,59124,42876,3852,105852,0.405056116,0.036390432,0.594943884
1130,BraTS-GoAT-00508.nii.gz,14525,10250,518,25293,0.405250465,0.020479975,0.594749535
342,BraTS-GoAT-01475.nii.gz,43547,41814,17793,103154,0.4053551,0.172489676,0.5946449
279,BraTS-GoAT-00903.nii.gz,28171,36376,23737,88284,0.412033891,0.268870917,0.587966109
552,BraTS-GoAT-00926.nii.gz,93209,65330,0,158539,0.412075262,0,0.587924738
126,BraTS-GoAT-01895.nii.gz,47547,71140,53630,172317,0.41284377,0.311228724,0.58715623
49,BraTS-GoAT-00546.nii.gz,6779,13602,12389,32770,0.415074764,0.3780592,0.584925236
318,BraTS-GoAT-00334.nii.gz,10758,21026,17855,49639,0.423578235,0.359697012,0.576421765
1271,BraTS-GoAT-00073.nii.gz,14747,35661,32372,82780,0.430792462,0.391060643,0.569207538
1101,BraTS-GoAT-00977.nii.gz,127388,100036,4674,232098,0.431007592,0.020138045,0.568992408
868,BraTS-GoAT-01803.nii.gz,11762,27913,24736,64411,0.433357656,0.384033783,0.566642344
1274,BraTS-GoAT-00109.nii.gz,69261,80489,35387,185137,0.434753723,0.191139535,0.565246277
358,BraTS-GoAT-00747.nii.gz,46690,36124,0,82814,0.436206439,0,0.563793561
140,BraTS-GoAT-00084.nii.gz,60217,76834,39005,176056,0.436417958,0.221548825,0.563582042
928,BraTS-GoAT-00032.nii.gz,24898,50213,39600,114711,0.437734829,0.345215367,0.562265171
482,BraTS-GoAT-00094.nii.gz,36733,28605,0,65338,0.437800361,0,0.562199639
437,BraTS-GoAT-01532.nii.gz,75620,60126,0,135746,0.442930178,0,0.557069822
1035,BraTS-GoAT-01664.nii.gz,72771,72158,17176,162105,0.445131242,0.105956016,0.554868758
441,BraTS-GoAT-01091.nii.gz,4417,12121,10673,27211,0.445444857,0.392231083,0.554555143
491,BraTS-GoAT-01057.nii.gz,27760,23189,224,51173,0.453149122,0.004377308,0.546850878
1185,BraTS-GoAT-01411.nii.gz,42608,47634,12841,103083,0.462093653,0.124569522,0.537906347
481,BraTS-GoAT-01767.nii.gz,15904,44601,35310,95815,0.46549079,0.368522674,0.53450921
557,BraTS-GoAT-00113.nii.gz,19205,49901,37353,106459,0.468734442,0.35086747,0.531265558
205,BraTS-GoAT-02466.nii.gz,45183,57655,17816,120654,0.477854029,0.147661909,0.522145971
1201,BraTS-GoAT-02369.nii.gz,118819,110787,1276,230882,0.479842517,0.005526633,0.520157483
222,BraTS-GoAT-00955.nii.gz,87421,82655,957,171033,0.483269311,0.005595411,0.516730689
768,BraTS-GoAT-01579.nii.gz,7407,93298,89546,190251,0.490394269,0.470672953,0.509605731
1095,BraTS-GoAT-01708.nii.gz,9561,9329,0,18890,0.493859185,0,0.506140815
41,BraTS-GoAT-02121.nii.gz,29453,34164,5046,68663,0.497560549,0.073489361,0.502439451
514,BraTS-GoAT-01312.nii.gz,10163,55715,45622,111500,0.499686099,0.409165919,0.500313901
571,BraTS-GoAT-01570.nii.gz,10713,39495,28376,78584,0.502583223,0.361091316,0.497416777
349,BraTS-GoAT-02145.nii.gz,56966,91299,27410,175675,0.519703999,0.156026754,0.480296001
54,BraTS-GoAT-00891.nii.gz,171595,189152,1036,361783,0.522832748,0.002863595,0.477167252
774,BraTS-GoAT-00578.nii.gz,81377,93990,0,175367,0.535961726,0,0.464038274
1209,BraTS-GoAT-00924.nii.gz,83621,97103,0,180724,0.537299971,0,0.462700029
475,BraTS-GoAT-02232.nii.gz,24534,28736,0,53270,0.539440586,0,0.460559414
684,BraTS-GoAT-00592.nii.gz,30827,50369,10285,91481,0.550595206,0.112427717,0.449404794
442,BraTS-GoAT-01201.nii.gz,48440,59424,0,107864,0.550915968,0,0.449084032
1246,BraTS-GoAT-01544.nii.gz,7323,9634,125,17082,0.563985482,0.007317644,0.436014518
1052,BraTS-GoAT-00632.nii.gz,15266,20173,0,35439,0.569231637,0,0.430768363
1233,BraTS-GoAT-01429.nii.gz,53794,71627,0,125421,0.57109256,0,0.42890744
741,BraTS-GoAT-01585.nii.gz,6324,38605,21217,66146,0.583633175,0.320760137,0.416366825
301,BraTS-GoAT-01186.nii.gz,11898,56601,24896,93395,0.606038867,0.266566733,0.393961133
1018,BraTS-GoAT-01055.nii.gz,28910,45423,123,74456,0.610065005,0.001651982,0.389934995
419,BraTS-GoAT-01876.nii.gz,20901,32724,0,53625,0.610237762,0,0.389762238
267,BraTS-GoAT-00852.nii.gz,47925,97830,11994,157749,0.62016241,0.076032178,0.37983759
587,BraTS-GoAT-00597.nii.gz,24318,50041,5256,79615,0.628537336,0.06601771,0.371462664
344,BraTS-GoAT-00900.nii.gz,35575,82204,11742,129521,0.634677002,0.090657114,0.365322998
1017,BraTS-GoAT-00727.nii.gz,53582,94173,32,147787,0.637221136,0.000216528,0.362778864
472,BraTS-GoAT-00330.nii.gz,23191,50014,3815,77020,0.649363802,0.049532589,0.350636198
624,BraTS-GoAT-00671.nii.gz,91862,171723,224,263809,0.650936852,0.000849099,0.349063148
1281,BraTS-GoAT-02004.nii.gz,11679,22438,109,34226,0.655583475,0.003184713,0.344416525
298,BraTS-GoAT-00783.nii.gz,31120,74556,7613,113289,0.658104494,0.067199816,0.341895506
1332,BraTS-GoAT-00765.nii.gz,51717,103582,1976,157275,0.658604355,0.01256398,0.341395645
759,BraTS-GoAT-01574.nii.gz,8737,16887,0,25624,0.659030596,0,0.340969404
1167,BraTS-GoAT-02384.nii.gz,10653,23874,1324,35851,0.665922847,0.03693063,0.334077153
734,BraTS-GoAT-02326.nii.gz,28431,65946,1072,95449,0.690902995,0.011231129,0.309097005
984,BraTS-GoAT-00718.nii.gz,18340,43406,0,61746,0.702976711,0,0.297023289
604,BraTS-GoAT-01831.nii.gz,54457,138162,3562,196181,0.704257803,0.018156702,0.295742197
476,BraTS-GoAT-01584.nii.gz,28402,72814,1631,102847,0.707983704,0.015858508,0.292016296
113,BraTS-GoAT-00466.nii.gz,25407,62001,119,87527,0.708364276,0.00135958,0.291635724
1028,BraTS-GoAT-01397.nii.gz,33391,83603,0,116994,0.714592201,0,0.285407799
566,BraTS-GoAT-02367.nii.gz,49316,146041,7070,202427,0.721450202,0.034926171,0.278549798
1324,BraTS-GoAT-01482.nii.gz,17153,45782,0,62935,0.727448955,0,0.272551045
747,BraTS-GoAT-00475.nii.gz,32351,134624,16868,183843,0.732276997,0.091752202,0.267723003
447,BraTS-GoAT-02269.nii.gz,18002,50291,0,68293,0.73640051,0,0.26359949
655,BraTS-GoAT-01415.nii.gz,52311,158020,1855,212186,0.744723969,0.00874233,0.255276031
926,BraTS-GoAT-01746.nii.gz,23249,87110,659,111018,0.784647535,0.005935974,0.215352465
269,BraTS-GoAT-01698.nii.gz,27678,135025,0,162703,0.829886357,0,0.170113643
142,BraTS-GoAT-00173.nii.gz,13194,100261,2162,115617,0.867182162,0.018699672,0.132817838
686,BraTS-GoAT-01934.nii.gz,2840,21004,0,23844,0.880892468,0,0.119107532
569,BraTS-GoAT-00598.nii.gz,3320,27850,0,31170,0.893487328,0,0.106512672
480,BraTS-GoAT-01488.nii.gz,11325,168606,8755,188686,0.89357981,0.046399839,0.10642019
410,BraTS-GoAT-00672.nii.gz,0,124159,1194,125353,0.990474899,0.009525101,0.009525101
